2011-10-01 20:30:40: Michael Berkovich (1) switched language to Russian
2011-10-01 20:30:53: Michael Berkovich (1) switched language to Spanish
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-12-16...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-12-17...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-12-18...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-12-19...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-12-20...
2011-10-01 20:37:57: Generating daily data for Catalan language on 2010-12-21...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2010-12-22...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2010-12-23...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2010-12-24...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2010-12-25...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2010-12-26...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2010-12-27...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2010-12-28...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2010-12-29...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2010-12-30...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2010-12-31...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-01...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-02...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-03...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-04...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-05...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-06...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-07...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-08...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-09...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-10...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-11...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-12...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-13...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-14...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-15...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-16...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-17...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-18...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-19...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-20...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-21...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-22...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-23...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-24...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-25...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-26...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-27...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-28...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-29...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-30...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-01-31...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-02-01...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-02-02...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-02-03...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-02-04...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-02-05...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-02-06...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-02-07...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-02-08...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-02-09...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-02-10...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-02-11...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-02-12...
2011-10-01 20:37:58: Generating daily data for Catalan language on 2011-02-13...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-02-14...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-02-15...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-02-16...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-02-17...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-02-18...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-02-19...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-02-20...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-02-21...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-02-22...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-02-23...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-02-24...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-02-25...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-02-26...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-02-27...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-02-28...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-01...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-02...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-03...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-04...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-05...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-06...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-07...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-08...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-09...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-10...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-11...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-12...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-13...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-14...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-15...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-16...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-17...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-18...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-19...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-20...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-21...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-22...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-23...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-24...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-25...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-26...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-27...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-28...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-29...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-30...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-03-31...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-04-01...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-04-02...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-04-03...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-04-04...
2011-10-01 20:37:59: Generating daily data for Catalan language on 2011-04-05...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-04-06...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-04-07...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-04-08...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-04-09...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-04-10...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-04-11...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-04-12...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-04-13...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-04-14...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-04-15...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-04-16...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-04-17...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-04-18...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-04-19...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-04-20...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-04-21...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-04-22...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-04-23...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-04-24...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-04-25...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-04-26...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-04-27...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-04-28...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-04-29...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-04-30...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-05-01...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-05-02...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-05-03...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-05-04...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-05-05...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-05-06...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-05-07...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-05-08...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-05-09...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-05-10...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-05-11...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-05-12...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-05-13...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-05-14...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-05-15...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-05-16...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-05-17...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-05-18...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-05-19...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-05-20...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-05-21...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-05-22...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-05-23...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-05-24...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-05-25...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-05-26...
2011-10-01 20:38:00: Generating daily data for Catalan language on 2011-05-27...
